gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	regulation
ENSG00000094914	1265	2244	1047	229	182	351	773	569	DOWN
ENSG00000170374	3	5	32	6	2	1	0	1	DOWN
ENSG00000185591	5237	8792	4660	1008	2427	3260	6696	4720	DOWN
ENSG00000135409	1	7	4	1	1	1	1	0	DOWN
ENSG00000205352	1892	2619	1941	472	375	798	1640	1138	DOWN
ENSG00000197111	8104	10007	9899	2312	7256	5900	9799	6848	DOWN
ENSG00000282977	42	16	23	8	22	12	34	28	DOWN
ENSG00000139625	501	844	483	137	1445	309	422	333	DOWN
ENSG00000270175	26	23	4	5	7	7	10	2	DOWN
ENSG00000139546	757	1659	1276	319	143	478	701	540	DOWN
ENSG00000267281	33	60	37	8	22	8	34	17	DOWN
ENSG00000170653	1111	1524	1028	214	538	297	1483	1096	DOWN
ENSG00000257550	12	7	5	0	0	0	10	3	DOWN
ENSG00000275488	1	6	3	1	1	4	0	6	DOWN
ENSG00000135390	4721	4224	3143	774	1491	1873	2827	2095	DOWN
ENSG00000012822	8272	13233	4923	1151	2408	3646	3857	2645	DOWN
ENSG00000197757	0	0	0	0	0	0	0	0	DOWN
ENSG00000198353	308	514	53	6	53	145	77	54	DOWN
ENSG00000248265	10	18	3	1	2	1	1	2	DOWN
ENSG00000250654	65	50	33	12	18	20	11	5	DOWN
ENSG00000249388	11	8	6	0	5	1	3	1	DOWN
ENSG00000250432	7	4	0	2	1	0	2	1	DOWN
ENSG00000202146	2	3	1	1	1	0	0	1	DOWN
ENSG00000123415	420	600	308	75	38	159	237	176	DOWN
ENSG00000250742	38	53	15	2	1	0	11	8	DOWN
ENSG00000283073	11	11	2	0	0	1	6	5	DOWN
ENSG00000260470	15	10	4	2	1	0	2	2	DOWN
ENSG00000257534	20	13	11	0	0	0	2	5	DOWN
ENSG00000248576	7	7	4	0	1	1	4	0	DOWN
ENSG00000094916	7347	10272	10869	2536	4835	3086	14597	10413	DOWN
ENSG00000257596	85	65	99	32	22	55	42	27	DOWN
ENSG00000258344	45	33	36	6	7	18	32	24	DOWN
ENSG00000135486	57600	42192	31802	7457	25423	20253	42536	28987	DOWN
ENSG00000123405	50	24	420	97	5	18	9	5	DOWN
ENSG00000111481	2365	4223	2976	659	1004	1153	2608	1764	DOWN
ENSG00000199122	2	4	1	1	0	1	3	0	DOWN
ENSG00000264028	2	3	0	0	1	1	1	1	DOWN
ENSG00000258086	5	8	10	1	10	19	0	1	DOWN
ENSG00000139572	41	64	1	1	31	93	3	0	DOWN
ENSG00000161642	599	189	144	44	178	351	41	41	DOWN
ENSG00000161638	473	1409	1657	375	462	2505	181	145	DOWN
ENSG00000170627	5	7	216	56	99	113	0	0	DOWN
ENSG00000123338	12412	19347	16105	3642	6119	6647	9061	6469	DOWN
ENSG00000123360	1395	1142	1435	294	1160	438	534	368	DOWN
ENSG00000135447	39	23	8	4	10	2	9	5	DOWN
ENSG00000135426	1851	2823	1969	448	685	1283	1782	1266	DOWN
ENSG00000179899	178	201	81	14	45	56	207	150	DOWN
ENSG00000170439	3	1	0	0	1	0	0	0	DOWN
ENSG00000135424	126	93	75	19	20	14	20	18	DOWN
ENSG00000258311	76	108	160	37	63	75	50	35	DOWN
ENSG00000135441	242	401	362	80	90	139	126	87	DOWN
ENSG00000135437	99	218	218	61	60	98	68	51	DOWN
ENSG00000135404	1318	6125	1807	446	271	700	8657	5914	DOWN
ENSG00000258056	34	236	66	11	8	14	76	71	DOWN
ENSG00000258045	1	5	1	0	0	0	3	0	DOWN
ENSG00000135414	153	572	448	86	217	240	544	412	DOWN
ENSG00000205323	26	34	32	11	15	12	45	48	DOWN
ENSG00000257390	0	4	3	0	0	3	5	0	DOWN
ENSG00000257509	75	38	19	7	14	21	62	41	DOWN
ENSG00000123353	138	579	588	119	51	123	398	270	DOWN
ENSG00000135392	402	1145	699	182	138	268	808	523	DOWN
ENSG00000182796	1769	631	576	134	240	373	316	232	DOWN
ENSG00000123342	18	1578	4	1	10	168	11	13	DOWN
ENSG00000257966	1	2	0	0	0	0	1	0	DOWN
ENSG00000257569	2	3	0	0	1	1	3	1	DOWN
ENSG00000170473	617	1029	1254	251	132	276	764	495	DOWN
ENSG00000065357	16183	19668	18080	4167	5267	7204	13087	9335	DOWN
ENSG00000273973	4	7	6	1	0	2	2	0	DOWN
ENSG00000185664	42	70	76	15	54	43	59	57	DOWN
ENSG00000123374	457	1625	781	172	445	530	1072	720	DOWN
ENSG00000111540	2999	10143	5759	1288	2135	1989	7006	4826	DOWN
ENSG00000237493	31	32	30	10	13	24	22	29	DOWN
ENSG00000139531	106	212	266	65	145	47	292	224	DOWN
ENSG00000123411	321	631	239	59	332	308	336	235	DOWN
ENSG00000273890	4	4	1	0	4	3	4	3	DOWN
ENSG00000197728	7245	2382	2803	663	7674	7994	1589	1238	DOWN
ENSG00000065361	24	39	13	2	21	8	11	9	DOWN
ENSG00000170515	1068	3875	2732	636	387	918	2591	1727	DOWN
ENSG00000229117	12698	21232	13706	3179	7213	7858	14013	11015	DOWN
ENSG00000135482	368	872	826	202	150	284	408	302	DOWN
ENSG00000139641	8109	12519	10351	2258	2389	4584	7394	5581	DOWN
ENSG00000258345	3	3	0	0	0	2	2	0	DOWN
ENSG00000258317	130	106	145	29	32	55	52	39	DOWN
ENSG00000257809	5	6	11	2	9	0	4	1	DOWN
ENSG00000196465	295	270	137	30	114	65	160	112	DOWN
ENSG00000092841	6652	18912	10154	2357	2498	5066	14587	9633	DOWN
ENSG00000258199	81	124	66	12	38	20	52	44	DOWN
ENSG00000139613	6769	13274	6264	1470	2677	4026	8981	6557	DOWN
ENSG00000181852	7096	12149	14080	3290	1270	2991	11109	7766	DOWN
ENSG00000139579	381	565	251	48	81	130	194	150	DOWN
ENSG00000139540	12	41	20	3	8	10	38	29	DOWN
ENSG00000139645	4679	11563	7530	1746	1481	3122	9046	6875	DOWN
ENSG00000135469	702	2371	3040	715	715	870	1811	1255	DOWN
ENSG00000258260	5	7	9	0	11	13	9	6	DOWN
ENSG00000062485	4409	9854	10884	2528	3291	3324	7408	5234	DOWN
ENSG00000257303	17	51	49	10	16	20	17	18	DOWN
ENSG00000257740	12	39	47	5	14	10	27	20	DOWN
ENSG00000257727	127	327	363	74	56	106	148	81	DOWN
ENSG00000135473	7040	8585	7298	1664	3170	3530	3436	2503	DOWN
ENSG00000110944	135	791	439	107	181	310	361	234	DOWN
ENSG00000170581	7439	26557	18625	4235	3434	4064	7777	5506	DOWN
ENSG00000252206	16	44	63	13	11	9	17	18	DOWN
ENSG00000175336	4	9	5	3	1	4	2	1	DOWN
ENSG00000276272	9	25	27	6	3	4	8	10	DOWN
ENSG00000274569	6	11	7	6	0	1	6	7	DOWN
ENSG00000111602	2561	7716	4235	962	982	1074	2483	1789	DOWN
ENSG00000135517	5	7	4	0	0	3	3	2	DOWN
ENSG00000176422	766	659	495	96	98	227	317	239	DOWN
ENSG00000135423	40	65	19	4	6	8	14	8	DOWN
ENSG00000257576	3	13	6	1	7	5	13	22	DOWN
ENSG00000076067	147	686	111	30	239	247	142	108	DOWN
ENSG00000201579	0	5	2	1	2	1	4	5	DOWN
ENSG00000076108	34424	31397	32297	7329	15897	19711	33085	24966	DOWN
ENSG00000110955	9999	21128	22551	5063	6207	7644	16884	11857	DOWN
ENSG00000207031	87	40	36	18	10	10	37	27	DOWN
ENSG00000110958	3335	8687	8718	1981	3737	3460	6923	4971	DOWN
ENSG00000241217	47	89	95	23	34	34	89	67	DOWN
ENSG00000196531	22983	29762	23947	5628	12152	12523	24069	15478	DOWN
ENSG00000198056	177	582	215	53	41	61	109	91	DOWN
ENSG00000025423	9	24	10	1	31	1	9	3	DOWN
ENSG00000170426	0	12	3	3	6	0	10	9	DOWN
ENSG00000139547	70	272	106	36	27	38	165	126	DOWN
ENSG00000278399	3	16	10	0	0	3	15	9	DOWN
ENSG00000166856	8	68	12	3	4	7	42	35	DOWN
ENSG00000166860	866	2519	1888	450	221	867	1977	1451	DOWN
ENSG00000166863	9	11	16	2	51	3	3	3	DOWN
ENSG00000166866	47	61	40	16	70	7	20	20	DOWN
ENSG00000166881	2753	7839	5262	1298	2966	1938	5217	3816	DOWN
ENSG00000166886	584	3501	2481	533	556	1503	1378	1055	DOWN
ENSG00000166888	17873	66006	35841	8080	5301	9332	40612	30533	DOWN
ENSG00000123384	1258	97	87	25	67	505	40	26	DOWN
ENSG00000182379	193	404	166	41	15	30	3	5	DOWN
ENSG00000182199	4234	9343	4288	957	1028	1453	2889	2100	DOWN
ENSG00000276727	2	4	3	0	1	2	2	0	DOWN
ENSG00000185633	47	86	19	2	12	15	4	2	DOWN
ENSG00000185482	322	390	89	33	82	31	88	61	DOWN
ENSG00000179912	2627	1591	905	208	731	841	683	523	DOWN
ENSG00000258001	4	1	2	1	1	1	0	0	DOWN
ENSG00000175189	4	16	7	2	11	3	2	1	DOWN
ENSG00000139269	6	46	16	3	14	14	28	18	DOWN
ENSG00000111087	112	362	241	56	147	178	195	190	DOWN
ENSG00000123329	7583	17331	11716	2667	1997	6618	5261	4048	DOWN
ENSG00000166986	12477	28998	19114	4248	7457	7421	16125	11588	DOWN
ENSG00000175197	3220	1745	1269	267	6877	753	2445	1517	DOWN
ENSG00000208028	288	84	56	14	248	43	61	43	DOWN
ENSG00000166987	3684	6079	3967	938	1194	2354	4594	3555	DOWN
ENSG00000175203	1621	4870	3047	697	872	1020	3069	2241	DOWN
ENSG00000155980	22	163	40	12	11	17	5	9	DOWN
ENSG00000166908	1309	3470	2742	645	671	1365	3080	1979	DOWN
ENSG00000178498	1753	1201	281	57	469	613	470	429	DOWN
ENSG00000240771	2	3	2	0	0	1	0	0	DOWN
ENSG00000135454	1	4	5	0	0	0	2	0	DOWN
ENSG00000135506	4092	10638	7669	1819	2166	3080	7498	5268	DOWN
ENSG00000135439	754	888	561	146	146	562	349	277	DOWN
ENSG00000255737	4	1	0	0	1	0	0	1	DOWN
ENSG00000135452	516	1579	773	177	236	378	905	602	DOWN
ENSG00000135446	593	1174	845	176	187	310	1013	649	DOWN
ENSG00000139266	1335	2876	3369	788	190	789	2329	1787	DOWN
ENSG00000111012	23	116	144	28	25	19	91	63	DOWN
ENSG00000037897	123	298	217	54	29	66	236	182	DOWN
ENSG00000123427	17	44	25	7	19	10	38	36	DOWN
ENSG00000123297	207	405	349	88	53	168	327	203	DOWN
ENSG00000135407	239	549	393	91	413	168	469	329	DOWN
ENSG00000270039	31	57	51	21	28	16	51	40	DOWN
ENSG00000269903	9	12	11	4	19	11	16	22	DOWN
ENSG00000175215	5484	14191	9661	2152	2149	5988	12281	8935	DOWN
ENSG00000207789	2	4	3	0	1	3	2	3	DOWN
ENSG00000257953	3	15	12	2	6	17	9	16	DOWN
ENSG00000257698	30	227	158	51	23	46	97	61	DOWN
ENSG00000166896	67	234	202	57	53	43	122	77	DOWN
ENSG00000139263	0	17	2	2	0	0	0	0	DOWN
ENSG00000118596	1690	2236	1127	273	1189	969	1673	1320	DOWN
ENSG00000257146	9	3	1	0	0	4	4	0	DOWN
ENSG00000237176	3	6	1	0	22	1	1	3	DOWN
ENSG00000198673	60	107	197	39	64	47	44	28	DOWN
ENSG00000213363	4	2	1	0	1	1	2	3	DOWN
ENSG00000257880	1	0	0	0	0	1	1	0	DOWN
ENSG00000258316	4	2	2	1	5	0	1	0	DOWN
ENSG00000135655	9352	14156	12015	2708	6900	4960	8952	6482	DOWN
ENSG00000200814	39	13	17	4	4	7	15	7	DOWN
ENSG00000275881	54	66	29	2	22	10	34	28	DOWN
ENSG00000061987	2888	8670	7867	1781	2276	2803	9477	7026	DOWN
ENSG00000257568	8	14	6	0	5	7	12	16	DOWN
ENSG00000202034	2	2	0	1	0	2	0	1	DOWN
ENSG00000221949	52	31	44	11	9	12	18	13	DOWN
ENSG00000257354	913	453	884	182	526	213	507	379	DOWN
ENSG00000199179	2	2	3	0	2	1	1	0	DOWN
ENSG00000275180	60	84	186	35	63	65	69	53	DOWN
ENSG00000111110	11	7	13	3	22	5	2	2	DOWN
ENSG00000139239	326	226	89	24	49	160	227	229	DOWN
ENSG00000166148	0	1	0	0	1	0	0	1	DOWN
ENSG00000177990	7	7	27	8	8	12	1	0	DOWN
ENSG00000249753	13	14	11	3	10	3	11	6	DOWN
ENSG00000118600	342	434	608	156	169	150	309	205	DOWN
ENSG00000255642	16	25	6	4	3	23	27	24	DOWN
ENSG00000196935	43	100	61	14	58	34	37	15	DOWN
ENSG00000174206	477	754	808	199	131	217	413	296	DOWN
ENSG00000243024	4	7	8	2	1	0	2	1	DOWN
ENSG00000184575	1820	5364	2334	578	947	880	3234	2308	DOWN
ENSG00000255566	22	59	61	17	5	9	50	34	DOWN
ENSG00000277895	10	4	6	3	1	3	4	6	DOWN
ENSG00000183735	1416	3257	2462	579	1093	1292	3193	2161	DOWN
ENSG00000153179	2950	6592	6181	1435	1371	2177	4365	3069	DOWN
ENSG00000256670	1	0	3	0	2	0	0	0	DOWN
ENSG00000225195	6	6	2	1	0	3	9	7	DOWN
ENSG00000256314	12	4	10	1	2	2	4	3	DOWN
ENSG00000280181	2	8	2	0	2	3	6	4	DOWN
ENSG00000135677	1912	3331	1851	432	968	1060	2648	1925	DOWN
ENSG00000215159	2	1	1	1	0	0	0	0	DOWN
ENSG00000111490	35	60	15	4	16	14	10	7	DOWN
ENSG00000255693	1	0	0	0	1	0	1	0	DOWN
ENSG00000156076	0	7	0	0	0	0	139	104	DOWN
ENSG00000174106	3325	4776	5076	1191	2042	2554	7362	5276	DOWN
ENSG00000276853	113	58	51	16	10	49	86	80	DOWN
ENSG00000174099	0	5	36	8	5	6	1	2	DOWN
ENSG00000213344	0	1	1	0	0	2	3	4	DOWN
ENSG00000149948	0	7	29	7	2	0	0	1	DOWN
ENSG00000139233	778	1196	932	219	239	352	936	666	DOWN
ENSG00000239335	14	8	33	7	3	8	5	7	DOWN
ENSG00000155957	1007	772	995	217	234	380	548	424	DOWN
ENSG00000090376	408	607	56	18	138	226	24	12	DOWN
ENSG00000225422	36	34	4	0	3	11	12	18	DOWN
ENSG00000127311	633	1940	1135	296	138	457	762	571	DOWN
ENSG00000155974	3	30	18	3	3	12	2	2	DOWN
ENSG00000237766	3	5	1	0	0	0	1	1	DOWN
ENSG00000111530	5427	9063	8796	1962	3181	5539	9706	6873	DOWN
ENSG00000256037	12	3	10	0	1	2	3	4	DOWN
ENSG00000127334	1577	2175	3678	884	387	1422	2599	1953	DOWN
ENSG00000235872	5	5	6	2	0	4	6	11	DOWN
ENSG00000255970	10	7	5	3	2	8	24	12	DOWN
ENSG00000255772	1	0	1	0	0	1	0	0	DOWN
ENSG00000255733	291	18	327	86	37	76	18	7	DOWN
ENSG00000244432	4	0	2	0	1	0	0	0	DOWN
ENSG00000236946	182	11	96	16	15	25	6	1	DOWN
ENSG00000256708	8	0	1	1	0	2	1	0	DOWN
ENSG00000111537	121	101	14	6	120	138	12	8	DOWN
ENSG00000111536	29	5	11	4	5	11	3	3	DOWN
ENSG00000127318	47	0	24	3	8	4	1	4	DOWN
ENSG00000111554	855	1765	2160	473	527	678	1298	891	DOWN
ENSG00000251301	56	2	31	6	12	12	7	2	DOWN
ENSG00000273824	14	0	12	3	1	2	2	3	DOWN
ENSG00000240087	17	21	7	3	2	12	18	14	DOWN
ENSG00000127314	4331	4169	5861	1348	3056	2803	3903	2874	DOWN
ENSG00000234040	45	25	12	2	25	15	21	23	DOWN
ENSG00000206650	19	8	2	0	8	2	6	6	DOWN
ENSG00000234925	230	91	123	30	68	73	93	73	DOWN
ENSG00000247363	13	20	15	0	20	8	6	3	DOWN
ENSG00000241825	0	5	0	0	4	1	0	2	DOWN
ENSG00000111581	2556	4150	3540	802	1564	1536	2247	1608	DOWN
ENSG00000233560	65	61	34	9	20	21	37	43	DOWN
ENSG00000175782	1389	915	723	159	441	457	821	608	DOWN
ENSG00000256678	10	4	2	0	4	2	3	2	DOWN
ENSG00000135679	3306	3447	2345	580	1062	1620	2576	1942	DOWN
ENSG00000256325	13	7	4	1	0	3	2	12	DOWN
ENSG00000135678	29	152	445	103	85	24	356	276	DOWN
ENSG00000111605	7479	7346	7916	1773	3472	4138	6885	5158	DOWN
ENSG00000257818	11	10	15	0	7	3	14	7	DOWN
ENSG00000274979	10	4	12	2	11	4	5	2	DOWN
ENSG00000090382	4694	202	71	18	90	837	37	30	DOWN
ENSG00000127337	577	727	693	156	200	326	489	292	DOWN
ENSG00000257507	4	5	0	1	1	0	2	5	DOWN
ENSG00000166225	2474	2482	2027	492	825	1119	2296	1662	DOWN
ENSG00000166226	3277	7049	6775	1567	1828	2667	6177	4331	DOWN
ENSG00000247131	2	1	4	1	2	1	2	1	DOWN
ENSG00000127328	889	1973	1231	258	218	256	2288	1581	DOWN
ENSG00000166268	2	3	0	1	17	0	52	40	DOWN
ENSG00000257815	190	190	194	48	71	120	87	59	DOWN
ENSG00000257139	3	0	2	0	0	0	0	0	DOWN
ENSG00000257613	44	8	28	3	5	6	4	4	DOWN
ENSG00000111596	5486	6488	6045	1461	2860	3176	5347	3821	DOWN
ENSG00000279530	465	306	127	29	62	148	419	259	DOWN
ENSG00000135643	64	32	8	7	11	5	29	17	DOWN
ENSG00000258168	1	2	1	0	1	1	0	0	DOWN
ENSG00000127329	1	50	3	4	2	3	2	1	DOWN
ENSG00000277247	0	0	0	0	0	0	0	0	DOWN
ENSG00000153233	0	11	2	0	0	0	0	0	DOWN
ENSG00000139292	3	23	1	5	155	1	5	4	DOWN
ENSG00000133858	4702	13039	8933	2047	1972	2984	8109	5636	DOWN
ENSG00000212461	6	6	1	1	0	4	7	11	DOWN
ENSG00000173451	95	634	436	98	246	213	387	272	DOWN
ENSG00000139291	1450	1868	1059	273	289	444	790	526	DOWN
ENSG00000257515	12	11	4	3	5	3	7	4	DOWN
ENSG00000080371	2833	5705	4431	1004	2859	3031	6890	5249	DOWN
ENSG00000121749	3626	4773	4495	1073	3607	3222	5664	4069	DOWN
ENSG00000257802	29	7	8	0	4	13	10	8	DOWN
ENSG00000139287	2	15	4	0	64	2	8	4	DOWN
ENSG00000257113	1	2	1	0	0	0	0	1	DOWN
ENSG00000253719	4324	3739	3783	879	654	1587	2712	1863	DOWN
ENSG00000254451	2	1	0	0	1	0	0	0	DOWN
ENSG00000180881	191	52	78	22	51	46	31	19	DOWN
ENSG00000273987	35	2	4	1	7	9	2	1	DOWN
ENSG00000173401	32	6	9	2	2	16	4	5	DOWN
ENSG00000180481	4	4	9	3	2	1	5	4	DOWN
ENSG00000139278	1734	3335	2825	668	529	1954	509	374	DOWN
ENSG00000257497	270	498	565	139	202	153	250	200	DOWN
ENSG00000111615	3429	3767	3577	868	1355	2020	3626	2431	DOWN
ENSG00000139289	45	486	225	56	1250	822	174	137	DOWN
ENSG00000187109	15924	24263	18983	4333	14468	11809	20729	14193	DOWN
ENSG00000257941	56	31	35	1	17	20	34	15	DOWN
ENSG00000179941	145	565	409	86	317	213	254	196	DOWN
ENSG00000091039	3403	7362	5247	1222	4816	3072	6837	5239	DOWN
ENSG00000257526	11	1	1	0	1	2	2	0	DOWN
ENSG00000213272	1	2	0	0	1	0	1	1	DOWN
ENSG00000243071	0	8	2	0	0	1	2	2	DOWN
ENSG00000258090	1	2	2	0	0	0	1	0	DOWN
ENSG00000186908	5153	6200	5813	1338	2380	2644	5692	4184	DOWN
ENSG00000175183	18	21	27	7	51	5	14	12	DOWN
ENSG00000257910	1	0	2	0	4	0	0	1	DOWN
ENSG00000165891	100	65	86	17	26	15	41	39	DOWN
ENSG00000067798	2	26	3	4	1	0	0	0	DOWN
ENSG00000067715	5	6	8	3	18	4	16	12	DOWN
ENSG00000257894	0	3	3	0	54	0	9	8	DOWN
ENSG00000257474	7	5	3	0	6	0	12	4	DOWN
ENSG00000257956	30	24	18	3	4	5	29	13	DOWN
ENSG00000177425	2711	3503	2220	539	998	931	4099	2910	DOWN
ENSG00000258048	8	6	10	0	3	4	5	3	DOWN
ENSG00000058272	6045	8482	6990	1621	4350	3542	7833	5584	DOWN
ENSG00000277130	156	57	42	3	8	19	60	46	DOWN
ENSG00000258044	46	21	19	4	4	5	35	34	DOWN
ENSG00000201942	0	1	0	0	0	3	1	1	DOWN
ENSG00000257557	9	10	16	7	6	8	8	9	DOWN
ENSG00000230291	31	34	11	1	7	17	17	24	DOWN
ENSG00000165899	49	43	11	6	0	0	2	5	DOWN
ENSG00000222880	5	0	0	0	0	0	0	0	DOWN
ENSG00000139304	222	43	26	8	0	6	28	29	DOWN
ENSG00000257429	2	0	0	0	0	0	0	0	DOWN
ENSG00000111046	10	3	174	34	0	0	11	11	DOWN
ENSG00000111049	0	4	2	0	0	0	1	0	DOWN
ENSG00000111052	14	2	0	1	1	4	0	0	DOWN
ENSG00000133773	2725	1920	2116	491	788	944	1973	1272	DOWN
ENSG00000127720	260	205	273	62	167	105	138	101	DOWN
ENSG00000257875	11	13	8	3	1	7	10	6	DOWN
ENSG00000257431	4	5	1	1	3	0	1	2	DOWN
ENSG00000179104	393	120	103	15	31	44	33	18	DOWN
ENSG00000258128	1	4	1	0	0	1	2	1	DOWN
ENSG00000165805	4	12	1	5	19	0	2	0	DOWN
ENSG00000133641	337	1174	1238	311	310	533	1034	764	DOWN
ENSG00000198707	1925	3489	2657	603	1230	777	2622	1755	DOWN
ENSG00000252747	3	2	3	3	0	2	0	3	DOWN
ENSG00000257752	46	64	65	7	21	14	55	43	DOWN
ENSG00000139324	798	1662	1375	283	457	795	1735	1262	DOWN
ENSG00000246363	1	0	0	0	0	0	0	1	DOWN
ENSG00000139318	1109	306	74	19	121	563	134	80	DOWN
ENSG00000274021	18	4	1	1	2	2	0	2	DOWN
ENSG00000271327	4	8	5	1	3	8	13	9	DOWN
ENSG00000271259	1	2	0	0	0	3	2	4	DOWN
ENSG00000139323	675	1435	869	200	597	329	974	676	DOWN
ENSG00000226982	6	18	6	3	7	6	8	11	DOWN
ENSG00000257594	8	24	41	3	1	12	28	27	DOWN
ENSG00000259075	8	7	5	3	6	8	8	2	DOWN
ENSG00000270344	143	149	122	26	65	94	232	184	DOWN
ENSG00000258302	886	356	924	194	80	284	349	282	DOWN
ENSG00000070961	12833	14659	34787	8171	12437	11695	10647	7767	DOWN
ENSG00000271614	287	277	245	58	44	141	45	29	DOWN
ENSG00000252207	2	1	1	3	0	3	1	1	DOWN
ENSG00000257480	1	1	1	0	2	1	0	0	DOWN
ENSG00000258216	14	13	11	2	17	14	7	10	DOWN
ENSG00000257725	1	1	1	0	5	3	0	0	DOWN
ENSG00000257194	31	14	24	8	32	21	26	24	DOWN
ENSG00000258183	4	1	0	0	1	0	3	1	DOWN
ENSG00000257242	283	180	991	218	239	224	127	87	DOWN
ENSG00000133639	16677	26550	24487	5743	13179	15656	17252	12169	DOWN
ENSG00000245904	506	301	722	168	95	138	116	76	DOWN
ENSG00000239201	0	1	0	1	1	1	0	3	DOWN
ENSG00000277851	13	11	12	1	7	9	2	2	DOWN
ENSG00000205057	7	7	453	98	0	1	3	5	DOWN
ENSG00000257127	32	20	1677	397	14	5	14	17	DOWN
ENSG00000205056	809	1500	1677	398	212	298	223	211	DOWN
ENSG00000258262	2	7	33	8	1	1	1	1	DOWN
ENSG00000214215	89	48	187	39	11	11	43	39	DOWN
ENSG00000187510	253	150	829	181	41	18	120	76	DOWN
ENSG00000102189	1527	3748	3082	704	3361	806	3986	2839	DOWN
ENSG00000258012	1	7	3	0	5	6	12	8	DOWN
ENSG00000257195	10	7	8	0	4	2	7	4	DOWN
ENSG00000202534	1	3	1	0	1	1	0	0	DOWN
ENSG00000257345	114	44	23	6	111	32	32	17	DOWN
ENSG00000257322	46	5	2	2	13	9	3	1	DOWN
ENSG00000207365	1	0	0	0	2	0	0	1	DOWN
ENSG00000256393	63	129	150	24	29	48	59	55	DOWN
ENSG00000257746	2	0	1	0	4	1	0	0	DOWN
ENSG00000257210	23	2	3	1	7	3	1	0	DOWN
ENSG00000173598	1255	1227	2297	521	3084	1274	2342	1626	DOWN
ENSG00000177889	2789	3794	4385	1049	2000	2359	4078	3060	DOWN
ENSG00000198015	1631	2598	2584	580	1097	1009	1953	1429	DOWN
ENSG00000246985	4	5	13	1	3	7	1	0	DOWN
ENSG00000120833	15	23	51	22	5	29	3	1	DOWN
ENSG00000186076	19	44	5	0	0	6	25	9	DOWN
ENSG00000169372	74	117	64	12	17	64	30	27	DOWN
ENSG00000258274	1	2	1	0	2	1	1	4	DOWN
ENSG00000258303	2	1	2	1	0	1	1	2	DOWN
ENSG00000257283	4	3	4	1	1	2	2	2	DOWN
ENSG00000271382	5	3	3	0	6	1	1	0	DOWN
ENSG00000136040	473	293	118	34	100	243	261	180	DOWN
ENSG00000258172	5	2	0	0	9	0	16	13	DOWN
ENSG00000258365	51	17	11	4	25	13	90	74	DOWN
ENSG00000173588	378	661	303	71	258	259	1707	1144	DOWN
ENSG00000213250	2	7	2	1	1	4	0	0	DOWN
ENSG00000278916	1	4	6	0	3	3	2	6	DOWN
ENSG00000258357	1	6	0	0	2	0	1	0	DOWN
ENSG00000236349	7	5	4	2	1	3	7	5	DOWN
ENSG00000057704	1226	177	316	76	289	430	416	270	DOWN
ENSG00000257847	1	0	1	0	1	2	1	0	DOWN
ENSG00000216306	1	0	2	0	0	0	3	4	DOWN
ENSG00000184752	433	771	670	159	102	195	522	354	DOWN
ENSG00000120798	1585	3193	3400	787	1023	1129	2037	1384	DOWN
ENSG00000180263	155	206	216	47	590	52	189	133	DOWN
ENSG00000028203	1849	3268	2824	706	1575	1602	3119	2211	DOWN
ENSG00000257666	4	5	4	0	1	2	7	2	DOWN
ENSG00000212535	7	2	2	1	0	1	0	1	DOWN
ENSG00000199172	8	5	13	5	6	4	4	6	DOWN
ENSG00000265917	20	17	32	2	13	11	21	13	DOWN
ENSG00000241556	9	7	1	0	2	7	8	1	DOWN
ENSG00000111142	1734	3200	2838	647	1043	1560	3147	2156	DOWN
ENSG00000136014	721	983	1185	267	106	152	894	631	DOWN
ENSG00000257150	1	2	19	6	0	0	1	3	DOWN
ENSG00000074527	7	18	14	4	2	7	3	1	DOWN
ENSG00000139343	955	997	1180	268	224	434	769	526	DOWN
ENSG00000165972	117	21	13	1	4	8	14	15	DOWN
ENSG00000139344	194	47	94	22	43	44	94	76	DOWN
ENSG00000084110	376	254	361	82	250	126	80	74	DOWN
ENSG00000257878	6	5	8	2	9	3	4	1	DOWN
ENSG00000111144	7652	7994	7603	1708	3082	3364	3531	2450	DOWN
ENSG00000257715	1	0	0	1	1	1	0	0	DOWN
ENSG00000111145	288	1452	1262	282	155	594	1823	1364	DOWN
ENSG00000258177	3	1	0	3	12	0	3	2	DOWN
ENSG00000059758	3151	6243	4859	1079	2247	2921	5369	3966	DOWN
ENSG00000201435	2	3	4	0	2	1	4	6	DOWN
ENSG00000257169	0	8	0	0	2	1	2	4	DOWN
ENSG00000188596	1	23	29	12	2	7	45	28	DOWN
ENSG00000139350	933	1991	1629	394	932	860	1638	1176	DOWN
ENSG00000227825	18	3	1	0	3	12	1	0	DOWN
ENSG00000245017	45	12	6	0	5	11	5	4	DOWN
ENSG00000257167	69	96	99	25	38	43	36	32	DOWN
ENSG00000120802	5550	11590	6112	1402	2196	3404	6012	4453	DOWN
ENSG00000075415	11803	14727	17407	3880	7915	7170	17180	11535	DOWN
ENSG00000212443	21	23	21	4	16	11	17	13	DOWN
ENSG00000166130	139	791	481	97	107	246	679	441	DOWN
ENSG00000120868	1355	3973	1538	336	1307	962	2518	1833	DOWN
ENSG00000185046	4	49	9	2	6	3	14	8	DOWN
ENSG00000214203	16	25	17	2	14	4	15	10	DOWN
ENSG00000279148	9	43	19	4	11	5	15	19	DOWN
