gene	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	regulation
ENSG00000278770	5	5	0	0	0	0	2	3	DOWN
ENSG00000266918	33	19	17	10	17	15	28	25	DOWN
ENSG00000131484	7	6	1	1	3	5	2	8	DOWN
ENSG00000267198	6	10	0	0	3	4	1	4	DOWN
ENSG00000267246	16	12	12	1	4	10	11	6	DOWN
ENSG00000264070	105	60	87	19	47	74	75	69	DOWN
ENSG00000280022	54	7	28	6	71	78	67	56	DOWN
ENSG00000263503	32	2	17	3	36	44	38	30	DOWN
ENSG00000204652	10	2	3	0	1	2	4	0	DOWN
ENSG00000204650	856	1021	119	31	162	206	496	380	DOWN
ENSG00000282774	25	29	5	1	1	12	13	11	DOWN
ENSG00000186868	9	29	3	1	13	15	4	9	DOWN
ENSG00000120071	6302	9077	3008	711	2811	3347	9118	6667	DOWN
ENSG00000262372	105	166	56	15	25	45	135	88	DOWN
ENSG00000214401	87	23	41	14	8	33	25	18	DOWN
ENSG00000262500	7	0	0	0	2	5	5	4	DOWN
ENSG00000262539	99	2	65	14	50	86	96	57	DOWN
ENSG00000261575	4	7	9	1	5	4	7	12	DOWN
ENSG00000228696	57	224	44	13	161	113	70	39	DOWN
ENSG00000176681	181	282	123	19	207	190	148	111	DOWN
ENSG00000260075	5	100	2	1	106	93	5	0	DOWN
ENSG00000238083	1157	1179	881	193	1319	1047	954	669	DOWN
ENSG00000185829	375	215	133	46	146	142	208	172	DOWN
ENSG00000283194	1	3	2	1	3	2	1	2	DOWN
ENSG00000232300	45	33	14	4	36	18	49	37	DOWN
ENSG00000073969	2038	8033	1605	338	3406	2080	1641	1293	DOWN
ENSG00000213326	91	155	41	8	47	43	119	55	DOWN
ENSG00000108379	2427	5281	1471	349	4057	3587	776	553	DOWN
ENSG00000158955	1	17	1	1	5	5	0	0	DOWN
ENSG00000261886	0	0	2	0	3	0	0	0	DOWN
ENSG00000108433	568	971	540	104	319	525	686	497	DOWN
ENSG00000264999	2	1	0	0	3	0	2	2	DOWN
ENSG00000179673	0	4	3	0	3	0	1	1	DOWN
ENSG00000263142	251	659	99	28	162	285	394	265	DOWN
ENSG00000262879	366	486	112	20	165	157	192	148	DOWN
ENSG00000277198	2	15	1	0	6	7	5	1	DOWN
ENSG00000004897	2255	4494	2422	552	1391	1403	2864	2005	DOWN
ENSG00000239291	98	28	12	2	3	13	17	26	DOWN
ENSG00000262265	36	14	6	1	5	2	10	7	DOWN
ENSG00000261872	20	13	5	1	6	4	5	7	DOWN
ENSG00000198336	0	10	162	35	0	0	4	1	DOWN
ENSG00000259207	4	111	31	4	44	55	27	11	DOWN
ENSG00000263293	3	11	6	2	0	1	0	4	DOWN
ENSG00000178852	1293	811	303	79	432	355	381	286	DOWN
ENSG00000253347	22	12	7	1	6	4	12	13	DOWN
ENSG00000228782	248	115	78	12	65	45	94	66	DOWN
ENSG00000141279	4535	7320	4526	1025	2909	2095	7247	4878	DOWN
ENSG00000263766	17	17	4	0	9	3	8	5	DOWN
ENSG00000108424	8665	19642	7814	1722	5771	6565	13296	9518	DOWN
ENSG00000198933	1145	515	231	48	93	201	146	101	DOWN
ENSG00000073861	546	1065	468	113	1249	737	225	165	DOWN
ENSG00000006025	2034	2927	1184	289	467	1302	1253	886	DOWN
ENSG00000159111	1400	1830	801	201	245	768	956	648	DOWN
ENSG00000141294	82	104	28	7	20	34	53	39	DOWN
ENSG00000141295	1001	1272	191	41	72	271	528	394	DOWN
ENSG00000189120	12	4	20	5	52	21	15	7	DOWN
ENSG00000264243	4	1	0	0	0	4	1	0	DOWN
ENSG00000266821	4	2	1	0	0	1	1	1	DOWN
ENSG00000264920	27	23	30	9	11	23	7	3	DOWN
ENSG00000167182	2554	2912	2700	639	2211	2512	2378	1846	DOWN
ENSG00000234494	124	62	41	12	38	53	50	39	DOWN
ENSG00000266601	39	31	35	8	5	20	20	16	DOWN
ENSG00000108439	38	231	81	21	22	32	117	78	DOWN
ENSG00000167183	13	31	9	1	11	6	14	20	DOWN
ENSG00000108465	13858	14641	7410	1685	4625	5477	6571	4527	DOWN
ENSG00000005243	4	13	14	0	7	4	2	1	DOWN
ENSG00000263412	13	15	14	5	4	10	6	2	DOWN
ENSG00000082641	2278	6087	4545	1084	773	1903	6985	5157	DOWN
ENSG00000278765	14	19	7	6	9	5	44	32	DOWN
ENSG00000108468	737	2445	1291	271	717	443	1774	1246	DOWN
ENSG00000002919	1315	1566	1159	257	977	810	1108	748	DOWN
ENSG00000141293	1977	1653	726	174	1354	1480	1704	1163	DOWN
ENSG00000221739	17	2	1	0	1	4	4	5	DOWN
ENSG00000263787	26	10	7	2	17	16	21	11	DOWN
ENSG00000207306	21	6	8	2	15	13	7	5	DOWN
ENSG00000235300	20	21	4	1	10	12	14	14	DOWN
ENSG00000266222	0	3	0	0	2	5	6	4	DOWN
ENSG00000173917	8	18	172	49	5	35	105	74	DOWN
ENSG00000230148	3	2	23	8	3	12	28	13	DOWN
ENSG00000120093	30	16	95	36	8	25	29	22	DOWN
ENSG00000239552	2	2	8	0	0	2	2	1	DOWN
ENSG00000182742	15	16	18	10	0	13	6	5	DOWN
ENSG00000257178	0	0	1	0	0	1	1	0	DOWN
ENSG00000260027	13	3	2	0	4	1	1	0	DOWN
ENSG00000244649	5	1	0	0	0	0	0	0	DOWN
ENSG00000136436	2513	7483	3013	713	2057	2039	3769	2476	DOWN
ENSG00000248278	53	56	20	9	9	11	15	15	DOWN
ENSG00000159199	804	1592	706	168	117	319	780	544	DOWN
ENSG00000270781	6	18	7	0	5	7	7	4	DOWN
ENSG00000159202	5914	11468	6298	1417	4809	5626	9359	6738	DOWN
ENSG00000159210	894	1916	1164	283	694	707	1309	954	DOWN
ENSG00000159217	0	5	2	2	1	0	1	0	DOWN
ENSG00000167083	70	52	2	1	11	29	1	0	DOWN
ENSG00000108798	209	223	16	4	55	284	20	14	DOWN
ENSG00000173868	31	27	63	17	17	39	3	5	DOWN
ENSG00000177369	2	5	0	0	2	0	1	1	DOWN
ENSG00000198740	2323	3004	1025	260	851	1427	2119	1518	DOWN
ENSG00000248714	56	35	20	4	10	17	11	13	DOWN
ENSG00000262039	29	23	14	4	11	10	4	9	DOWN
ENSG00000250948	11	14	10	1	5	2	7	1	DOWN
ENSG00000167085	584	1512	498	151	76	192	785	579	DOWN
ENSG00000281126	2	15	8	1	0	5	4	6	DOWN
ENSG00000229944	24	29	15	2	7	27	46	27	DOWN
ENSG00000064300	18	69	162	36	289	52	170	132	DOWN
ENSG00000121067	1951	3303	1969	480	1424	1877	2120	1525	DOWN
ENSG00000121073	1341	2275	1438	349	3472	1012	1952	1355	DOWN
ENSG00000250751	13	37	29	8	187	31	31	23	DOWN
ENSG00000121104	1829	4027	3641	855	2813	2112	3676	2533	DOWN
ENSG00000136504	4616	5205	2145	496	1749	2738	4246	3062	DOWN
ENSG00000235183	11	6	0	1	0	6	5	9	DOWN
ENSG00000262837	8	17	9	1	2	6	12	11	DOWN
ENSG00000176358	49	86	26	3	14	32	45	32	DOWN
ENSG00000204584	90	103	34	6	41	48	53	65	DOWN
ENSG00000108813	7	5	4	0	0	3	0	0	DOWN
ENSG00000246640	9	7	3	0	1	3	1	4	DOWN
ENSG00000005884	2228	1242	337	83	361	420	696	597	DOWN
ENSG00000276851	2	1	0	0	3	0	0	0	DOWN
ENSG00000005882	419	541	205	36	68	131	215	156	DOWN
ENSG00000275025	3	11	3	1	0	4	3	4	DOWN
ENSG00000250282	3	9	4	0	3	6	5	4	DOWN
ENSG00000167100	37	46	44	11	26	18	30	27	DOWN
ENSG00000108819	6325	10654	5374	1270	1484	1945	4285	3124	DOWN
ENSG00000236472	2	10	9	2	0	0	1	2	DOWN
ENSG00000253730	8	6	3	1	3	2	3	0	DOWN
ENSG00000261959	60	28	3	1	7	8	1	0	DOWN
ENSG00000108823	94	29	9	3	11	14	3	4	DOWN
ENSG00000188662	2	2	1	0	2	2	1	1	DOWN
ENSG00000108821	7	57	267	41	22	180	23	10	DOWN
ENSG00000015532	843	1164	229	54	141	321	404	332	DOWN
ENSG00000279792	42	56	44	11	19	16	27	39	DOWN
ENSG00000108826	1037	829	872	194	194	564	647	409	DOWN
ENSG00000154920	50	63	94	19	60	32	40	32	DOWN
ENSG00000108829	1724	2664	1666	376	513	1324	3187	2238	DOWN
ENSG00000206824	3	2	3	1	0	0	2	1	DOWN
ENSG00000167107	3759	1707	667	151	609	456	1154	874	DOWN
ENSG00000262759	7	0	1	0	2	2	2	0	DOWN
ENSG00000136457	861	161	188	36	53	35	140	108	DOWN
ENSG00000275897	40	20	16	4	58	4	18	6	DOWN
ENSG00000136444	1519	3524	1528	336	1208	960	1514	1128	DOWN
ENSG00000249451	2	1	1	0	5	2	1	1	DOWN
ENSG00000136449	2	20	16	3	65	6	19	10	DOWN
ENSG00000049283	7	5	3	0	1	2	1	1	DOWN
ENSG00000250286	0	0	0	0	0	0	1	0	DOWN
ENSG00000006282	1059	1630	1124	218	586	913	1831	1383	DOWN
ENSG00000250107	1	2	2	0	1	0	5	2	DOWN
ENSG00000006283	0	36	56	20	11	2	66	59	DOWN
ENSG00000108846	113	20	7	2	17	19	4	4	DOWN
ENSG00000154945	957	2216	1470	307	776	1566	2315	1595	DOWN
ENSG00000201340	4	3	3	1	0	2	2	4	DOWN
ENSG00000108848	17439	25011	14727	3319	8587	9229	18642	12322	DOWN
ENSG00000278963	138	73	16	5	46	30	69	60	DOWN
ENSG00000141232	476	1221	1432	310	7567	2171	1583	1113	DOWN
ENSG00000229980	16	24	24	5	8	7	10	3	DOWN
ENSG00000262006	10	1	3	1	1	1	0	0	DOWN
ENSG00000008294	4193	9581	4357	992	5772	3460	13703	9844	DOWN
ENSG00000249870	1	2	1	0	2	0	0	3	DOWN
ENSG00000239672	103	35	43	8	3	8	18	17	DOWN
ENSG00000243678	31	54	35	7	9	23	42	26	DOWN
ENSG00000011258	3607	4524	2323	544	1991	1390	3052	2127	DOWN
ENSG00000279089	669	850	360	75	252	287	657	461	DOWN
ENSG00000264895	7	9	3	0	2	9	18	13	DOWN
ENSG00000011260	1380	2471	1627	359	521	731	2009	1398	DOWN
ENSG00000262902	74	16	3	1	0	3	15	3	DOWN
ENSG00000233380	4	5	2	0	0	1	3	3	DOWN
ENSG00000141198	12	46	37	12	7	11	45	35	DOWN
ENSG00000166260	705	1550	993	229	105	306	1007	722	DOWN
ENSG00000279059	131	295	238	74	32	108	335	199	DOWN
ENSG00000166263	309	529	161	36	221	111	412	319	DOWN
ENSG00000108924	6	10	9	5	3	18	4	2	DOWN
ENSG00000108960	940	758	275	60	130	271	323	244	DOWN
ENSG00000141179	105	260	92	33	35	65	325	213	DOWN
ENSG00000214226	189	198	109	20	123	73	148	106	DOWN
ENSG00000283209	7	2	7	0	11	2	4	6	DOWN
ENSG00000153933	1555	2544	1045	226	612	778	1770	1250	DOWN
ENSG00000262408	2	16	10	3	2	2	3	0	DOWN
ENSG00000121060	2428	7330	4357	953	764	1287	1700	1319	DOWN
ENSG00000274213	6	24	7	2	1	6	4	0	DOWN
ENSG00000121058	1658	1569	773	181	330	700	1486	1078	DOWN
ENSG00000262298	29	13	3	0	5	3	10	12	DOWN
ENSG00000262623	5	1	1	0	1	7	0	1	DOWN
ENSG00000121064	962	725	737	163	548	582	223	180	DOWN
ENSG00000263120	19	5	3	1	8	3	4	3	DOWN
ENSG00000263004	45	17	13	2	4	9	12	11	DOWN
ENSG00000121057	704	1368	1035	236	744	630	1654	1156	DOWN
ENSG00000263089	13	22	6	2	7	9	14	15	DOWN
ENSG00000153944	7190	14480	5898	1460	4627	3992	10979	7884	DOWN
ENSG00000279555	97	64	33	4	9	57	64	59	DOWN
ENSG00000279281	12	29	3	5	5	8	28	27	DOWN
ENSG00000266100	4	5	4	0	3	1	11	11	DOWN
ENSG00000280028	5	7	5	1	2	3	6	5	DOWN
ENSG00000263499	7	18	3	2	6	2	19	21	DOWN
ENSG00000242889	5	12	4	2	11	14	8	13	DOWN
ENSG00000181610	415	1066	564	138	95	285	626	487	DOWN
ENSG00000180891	33	3	2	4	1	11	2	5	DOWN
ENSG00000136451	1926	5839	3495	775	1333	2692	7816	5837	DOWN
ENSG00000264112	2688	1362	1789	419	1536	513	1126	765	DOWN
ENSG00000136450	4664	8370	4341	1086	2897	3749	7836	4945	DOWN
ENSG00000279069	72	54	33	8	17	37	64	46	DOWN
ENSG00000266290	1	0	0	0	0	0	0	0	DOWN
ENSG00000264364	2301	6177	4456	1044	6351	3536	6746	4754	DOWN
ENSG00000279207	407	1842	1286	289	4917	584	2316	1549	DOWN
ENSG00000121053	22	18	32	9	3	14	12	7	DOWN
ENSG00000278627	16	17	17	6	0	2	4	2	DOWN
ENSG00000011143	217	340	307	69	33	157	96	61	DOWN
ENSG00000167419	1	7	3	0	10	2	1	1	DOWN
ENSG00000005381	4	7	219	47	4	3	3	7	DOWN
ENSG00000005379	624	1444	955	216	414	876	489	398	DOWN
ENSG00000265148	95	520	291	51	61	114	118	100	DOWN
ENSG00000265206	433	4604	2200	472	98	1307	543	410	DOWN
ENSG00000213246	981	2317	1024	207	259	657	1201	800	DOWN
ENSG00000108375	479	590	392	92	224	175	330	249	DOWN
ENSG00000176160	210	496	235	52	191	198	350	233	DOWN
ENSG00000266648	6	10	6	1	2	3	9	3	DOWN
ENSG00000108389	4867	4768	2468	569	2569	2760	1602	1287	DOWN
ENSG00000264672	4	1	1	0	3	0	0	1	DOWN
ENSG00000108387	21	22	7	3	54	13	7	8	DOWN
ENSG00000121101	48	139	120	33	250	66	157	111	DOWN
ENSG00000212195	34	24	3	2	10	3	16	22	DOWN
ENSG00000200997	0	0	0	0	0	0	0	0	DOWN
ENSG00000108384	301	536	270	54	128	202	211	168	DOWN
ENSG00000175175	16	47	13	3	30	4	17	11	DOWN
ENSG00000108395	874	2450	1036	260	862	636	1646	1214	DOWN
ENSG00000224738	6	8	17	2	42	5	7	3	DOWN
ENSG00000182628	372	522	261	46	210	170	308	202	DOWN
ENSG00000068489	85	28	49	18	57	14	18	11	DOWN
ENSG00000265415	8	2	9	1	9	4	3	1	DOWN
ENSG00000167447	618	1293	460	118	64	328	1020	688	DOWN
ENSG00000153982	49	165	40	8	19	27	24	18	DOWN
ENSG00000175155	3697	6245	3064	717	1662	1791	5960	4203	DOWN
ENSG00000278863	7	7	2	0	11	3	24	9	DOWN
ENSG00000263857	3	3	0	0	2	0	4	6	DOWN
ENSG00000108406	2523	3374	2237	540	1583	2301	4000	2861	DOWN
ENSG00000273702	21	18	11	4	5	10	10	7	DOWN
ENSG00000141367	5344	10530	5472	1183	2302	4901	11470	8496	DOWN
ENSG00000141378	633	669	391	77	191	319	516	338	DOWN
ENSG00000062716	1509	8685	2910	663	980	1423	2502	1748	DOWN
ENSG00000267637	0	3	1	0	0	3	1	2	DOWN
ENSG00000108423	300	960	521	126	245	548	672	373	DOWN
ENSG00000270264	26	36	5	1	4	14	7	8	DOWN
ENSG00000108443	2156	6754	4276	984	3086	3287	6580	4801	DOWN
ENSG00000241913	5	1	0	0	6	0	5	2	DOWN
ENSG00000189050	924	2188	552	150	287	479	538	402	DOWN
ENSG00000267302	0	23	22	3	8	0	1	1	DOWN
ENSG00000264049	21	40	12	0	1	5	11	7	DOWN
ENSG00000068097	2511	3170	1476	303	484	668	1239	907	DOWN
ENSG00000267526	34	10	5	1	2	0	6	1	DOWN
ENSG00000267416	41	314	23	6	17	18	3	2	DOWN
ENSG00000261040	350	5156	133	30	181	97	37	30	DOWN
ENSG00000280852	3	18	5	1	1	3	2	1	DOWN
ENSG00000267248	33	11	4	1	15	10	1	4	DOWN
ENSG00000167434	0	0	1	0	1	1	0	0	DOWN
ENSG00000170832	1430	2966	746	147	1100	744	2350	1706	DOWN
ENSG00000241157	2	4	1	0	2	2	3	2	DOWN
ENSG00000141371	6	2	3	0	1	1	1	0	DOWN
ENSG00000213228	2	4	2	0	1	1	3	3	DOWN
ENSG00000062725	1762	4128	2416	589	1568	1482	4112	2873	DOWN
ENSG00000270553	3	5	0	0	0	3	4	5	DOWN
ENSG00000259349	7	15	5	2	4	4	6	6	DOWN
ENSG00000170836	691	1796	1043	261	846	1070	2221	1667	DOWN
ENSG00000281267	17	21	13	5	10	6	27	16	DOWN
ENSG00000200013	2	10	11	0	8	5	4	9	DOWN
ENSG00000141376	500	631	253	53	341	422	474	345	DOWN
ENSG00000267083	0	3	0	1	3	4	2	1	DOWN
ENSG00000267667	11	0	4	0	3	4	4	3	DOWN
ENSG00000273982	4	1	0	0	2	1	1	0	DOWN
ENSG00000267131	3	1	0	0	3	1	1	1	DOWN
ENSG00000266934	12	14	1	2	8	19	13	6	DOWN
ENSG00000121068	2	4	2	0	18	1	1	0	DOWN
ENSG00000121075	2	12	5	1	7	1	0	0	DOWN
ENSG00000253506	11	20	4	2	6	10	18	13	DOWN
ENSG00000136492	75	169	168	32	266	162	61	49	DOWN
ENSG00000108506	1046	2552	1123	259	1309	841	1281	923	DOWN
ENSG00000108510	6172	15839	8263	1908	7390	6361	18581	14259	DOWN
ENSG00000279133	220	183	98	20	46	115	268	238	DOWN
ENSG00000200842	7	2	0	1	6	1	10	8	DOWN
ENSG00000266066	43	104	4	1	7	19	63	42	DOWN
ENSG00000087995	233	722	416	118	144	289	622	446	DOWN
ENSG00000146872	2529	3979	2223	532	2305	1668	3606	2551	DOWN
ENSG00000239246	20	19	16	4	10	12	33	29	DOWN
ENSG00000264546	5	11	5	1	6	9	5	13	DOWN
ENSG00000277463	2	2	4	1	5	0	3	1	DOWN
ENSG00000274565	6	11	23	9	6	0	0	4	DOWN
ENSG00000011028	150	992	547	148	15	15	4	4	DOWN
ENSG00000279713	1	28	17	4	4	0	0	0	DOWN
ENSG00000199697	0	4	5	1	0	0	0	0	DOWN
ENSG00000170921	63	168	132	38	93	416	10	5	DOWN
ENSG00000008283	88	65	264	69	6	158	98	65	DOWN
ENSG00000159640	31	13	28	7	0	12	0	0	DOWN
ENSG00000136485	2535	8632	4549	1091	1658	3574	6797	4896	DOWN
ENSG00000200560	19	10	4	0	1	4	15	7	DOWN
ENSG00000136463	676	673	358	102	127	281	390	285	DOWN
ENSG00000270587	34	38	29	2	13	16	36	31	DOWN
ENSG00000198909	3061	4729	2049	497	2099	2251	4665	3595	DOWN
ENSG00000263883	10	8	5	2	4	17	16	12	DOWN
ENSG00000136490	16759	21751	20021	4653	4352	8288	11545	8742	DOWN
ENSG00000279369	202	224	132	40	29	86	103	76	DOWN
ENSG00000266173	1081	1052	630	140	362	490	700	502	DOWN
ENSG00000108588	942	3642	2570	658	1540	1900	3579	2576	DOWN
ENSG00000198231	6716	13712	8803	2079	2576	3770	10874	7473	DOWN
ENSG00000108592	1686	4776	2581	598	1750	2611	3577	2568	DOWN
ENSG00000087191	1903	4683	2574	600	984	1390	2842	1969	DOWN
ENSG00000108604	3638	5522	3393	732	2278	3145	4395	3403	DOWN
ENSG00000259384	53	117	52	15	52	16	87	57	DOWN
ENSG00000007312	6386	8178	5717	1335	551	1759	2698	2007	DOWN
ENSG00000007314	364	151	67	12	75	111	25	23	DOWN
ENSG00000264954	3	13	5	3	22	11	7	3	DOWN
ENSG00000224383	123	240	179	36	52	41	81	56	DOWN
ENSG00000108622	460	1222	812	194	105	396	268	183	DOWN
ENSG00000178607	1653	2135	1272	282	5176	2129	2075	1550	DOWN
ENSG00000266402	11	19	5	5	1	1	4	2	DOWN
ENSG00000199753	78	128	41	15	15	31	33	29	DOWN
ENSG00000136478	540	1722	735	182	803	379	1539	1165	DOWN
ENSG00000261371	6426	16948	950	192	1802	2606	710	484	DOWN
ENSG00000271605	82	18	11	3	62	14	3	5	DOWN
ENSG00000256525	2839	3025	1412	357	5357	1039	1890	1329	DOWN
ENSG00000256826	8	24	4	2	91	5	24	18	DOWN
ENSG00000108654	94069	144251	90439	21112	54242	65101	96569	67258	DOWN
ENSG00000258890	8621	7780	3372	735	3776	3445	5383	3752	DOWN
ENSG00000108854	1576	3913	2023	473	2038	2094	4672	3270	DOWN
ENSG00000271779	15	11	8	2	5	4	14	10	DOWN
ENSG00000270714	5	7	2	0	2	0	2	3	DOWN
ENSG00000215769	104	116	57	19	33	43	102	80	DOWN
ENSG00000265298	171	250	128	40	142	93	326	214	DOWN
ENSG00000265982	7	6	60	14	0	6	4	3	DOWN
ENSG00000214176	3149	4626	2752	608	855	1734	3282	2485	DOWN
ENSG00000252242	3	4	0	0	1	2	3	1	DOWN
ENSG00000176809	418	201	298	71	167	153	553	424	DOWN
ENSG00000265218	52	31	21	5	29	29	39	30	DOWN
ENSG00000266644	22	11	18	3	4	5	7	6	DOWN
ENSG00000264057	460	83	80	20	141	139	234	210	DOWN
ENSG00000266155	5	9	5	0	1	0	10	12	DOWN
ENSG00000265912	20	16	16	4	14	6	14	14	DOWN
ENSG00000272006	3	2	2	0	0	1	4	2	DOWN
ENSG00000232457	59	14	27	8	22	12	24	26	DOWN
ENSG00000214174	249	1888	1315	270	424	565	2026	1362	DOWN
ENSG00000120063	8266	30248	14608	3342	4886	8322	29850	21813	DOWN
ENSG00000266598	6	13	7	0	3	10	11	8	DOWN
ENSG00000108370	9	74	59	9	13	53	163	109	DOWN
ENSG00000168646	25	170	1023	229	1248	906	1108	709	DOWN
ENSG00000154240	1	12	2	3	1	7	3	0	DOWN
ENSG00000154229	107	230	19	2	19	593	8	7	DOWN
ENSG00000198265	5163	8624	6357	1356	6705	4171	9209	6697	DOWN
ENSG00000264421	0	0	3	0	0	2	0	4	DOWN
ENSG00000213180	2	2	0	1	2	2	1	3	DOWN
ENSG00000197170	1608	2333	1475	354	545	1207	2445	1728	DOWN
ENSG00000154217	595	2712	493	118	421	628	133	83	DOWN
ENSG00000279917	2	13	1	0	2	2	1	0	DOWN
ENSG00000279361	3	13	3	0	4	6	0	1	DOWN
ENSG00000130935	2893	3863	2724	603	1293	2042	4062	2826	DOWN
ENSG00000200394	15	7	7	0	3	2	12	7	DOWN
ENSG00000171634	7876	14289	11346	2548	9035	7055	15064	10910	DOWN
ENSG00000266717	40	22	16	1	9	10	21	18	DOWN
ENSG00000279573	58	33	17	6	7	11	35	19	DOWN
ENSG00000279880	195	141	93	20	68	29	106	59	DOWN
ENSG00000186665	78	163	93	14	23	15	97	77	DOWN
ENSG00000182481	566	2891	2099	524	1246	1350	3215	2308	DOWN
ENSG00000237854	167	223	118	28	75	96	186	144	DOWN
ENSG00000267023	380	642	307	75	257	322	604	477	DOWN
ENSG00000278730	819	1272	649	135	448	668	1194	802	DOWN
ENSG00000274561	243	333	201	41	150	184	306	235	DOWN
ENSG00000277476	363	568	302	72	154	222	415	312	DOWN
ENSG00000267708	15	22	5	1	5	3	20	22	DOWN
ENSG00000278740	332	528	181	35	99	105	259	232	DOWN
ENSG00000267731	1252	1987	772	161	383	394	938	761	DOWN
ENSG00000267472	16	98	52	17	6	3	34	30	DOWN
ENSG00000274712	530	2423	807	187	285	374	794	578	DOWN
ENSG00000265100	82	261	109	33	84	25	203	147	DOWN
ENSG00000196704	1966	9243	3865	918	2629	1615	5239	3828	DOWN
ENSG00000141337	298	211	134	34	90	131	93	58	DOWN
ENSG00000108932	288	248	123	34	62	111	38	24	DOWN
ENSG00000267009	13	2	6	1	3	2	7	5	DOWN
ENSG00000070540	234	309	234	55	179	166	368	312	DOWN
ENSG00000207561	33	23	15	5	19	16	22	12	DOWN
ENSG00000108946	5832	18395	12597	2941	5993	8251	24725	17935	DOWN
ENSG00000108950	55	629	158	38	566	84	397	309	DOWN
ENSG00000141338	3	24	4	2	4	1	1	2	DOWN
ENSG00000231749	125	10	12	6	41	29	58	39	DOWN
ENSG00000154258	7835	999	2590	600	2405	1794	4751	3580	DOWN
ENSG00000154262	12590	8929	3348	765	3503	3659	5544	4056	DOWN
ENSG00000267361	1121	584	165	39	142	191	252	187	DOWN
ENSG00000265331	56	45	2	1	8	10	14	7	DOWN
ENSG00000154263	314	269	80	27	173	125	159	111	DOWN
ENSG00000278873	6	9	3	0	12	8	9	10	DOWN
ENSG00000154265	3074	3616	1263	294	1781	2122	1443	1130	DOWN
ENSG00000267203	86	81	17	2	36	46	26	37	DOWN
ENSG00000108984	3448	728	51	12	769	692	214	181	DOWN
ENSG00000267194	1231	270	36	6	203	224	71	52	DOWN
ENSG00000227517	6	4	0	0	9	0	0	0	DOWN
ENSG00000267365	2	21	14	4	1	3	1	0	DOWN
ENSG00000123700	27	262	57	14	29	116	4	4	DOWN
ENSG00000228118	5	8	2	1	0	2	8	6	DOWN
ENSG00000125398	0	1	2	1	0	0	0	0	DOWN
ENSG00000227036	5	1	2	0	6	5	2	3	DOWN
ENSG00000263680	0	0	0	0	0	0	0	0	DOWN
ENSG00000133195	343	173	167	36	167	193	116	101	DOWN
ENSG00000200783	8	2	0	0	1	2	1	0	DOWN
ENSG00000252274	3	3	0	1	2	1	1	1	DOWN
ENSG00000264196	3	2	0	0	2	6	1	1	DOWN
ENSG00000266501	2	7	2	1	0	1	4	1	DOWN
ENSG00000180616	1	15	7	0	17	9	5	2	DOWN
ENSG00000166685	1933	2703	1253	291	671	1167	1971	1300	DOWN
ENSG00000277728	102	36	19	2	2	16	19	22	DOWN
ENSG00000133193	405	1039	633	162	159	388	818	611	DOWN
ENSG00000141219	362	1761	998	216	337	411	1142	790	DOWN
ENSG00000265010	11	31	12	7	1	10	16	10	DOWN
ENSG00000179604	30	22	71	16	27	50	4	4	DOWN
ENSG00000069188	2583	3229	1893	459	7125	6137	1764	1542	DOWN
ENSG00000264985	9	6	2	0	1	4	3	4	DOWN
ENSG00000264750	6	1	1	0	0	7	4	3	DOWN
ENSG00000172809	11280	14845	8225	1912	3640	5335	10385	6782	DOWN
ENSG00000246731	6	11	9	1	8	11	11	6	DOWN
ENSG00000141540	210	246	157	33	154	144	189	138	DOWN
ENSG00000171595	4	8	4	1	5	9	2	0	DOWN
ENSG00000196169	22	12	3	1	6	42	1	0	DOWN
ENSG00000170412	3	8	9	4	2	5	0	0	DOWN
ENSG00000167851	340	343	29	5	45	146	39	31	DOWN
ENSG00000178789	89	16	2	0	7	56	4	1	DOWN
ENSG00000167850	76	16	1	0	7	29	4	5	DOWN
ENSG00000231027	22	1	0	0	3	3	0	1	DOWN
ENSG00000261222	49	4	2	1	7	13	0	1	DOWN
ENSG00000186407	1228	697	10	3	260	1077	85	52	DOWN
ENSG00000172794	1707	279	290	47	523	838	492	367	DOWN
ENSG00000264659	0	0	0	0	1	0	1	0	DOWN
ENSG00000186074	292	5	7	1	27	43	3	3	DOWN
ENSG00000109062	697	1176	1186	273	2382	1722	1602	1322	DOWN
ENSG00000109065	1401	3164	1327	284	739	912	1932	1537	DOWN
ENSG00000109066	337	926	412	83	233	292	429	428	DOWN
ENSG00000161509	291	106	105	19	110	130	100	84	DOWN
ENSG00000161513	261	151	53	15	39	63	57	43	DOWN
ENSG00000172782	3	2	1	0	1	2	1	0	DOWN
ENSG00000167861	281	15	32	5	35	65	336	268	DOWN
ENSG00000109089	0	9	23	4	34	6	9	4	DOWN
ENSG00000167862	190	560	301	74	38	140	219	141	DOWN
ENSG00000180901	1053	2568	1539	398	447	996	2166	1492	DOWN
ENSG00000167863	816	1727	878	207	192	472	797	540	DOWN
ENSG00000270993	8	10	10	1	0	3	5	5	DOWN
ENSG00000232724	12	8	3	0	6	6	4	2	DOWN
ENSG00000170190	820	490	83	13	193	404	222	176	DOWN
ENSG00000125449	415	817	346	66	208	375	471	356	DOWN
ENSG00000125458	681	974	500	101	106	265	451	317	DOWN
ENSG00000279035	5	18	4	2	3	3	1	5	DOWN
ENSG00000189159	417	857	1420	317	1963	572	1002	745	DOWN
ENSG00000265800	21	26	27	8	83	25	15	14	DOWN
ENSG00000263786	39	25	26	4	72	27	33	19	DOWN
